Operations_ID,Product_ID,Product_Name,Product_Category,Production_Date,Production_Quantity,Quality_Metrics,Quantity_in_Stock,Quantity_Sold,Supplier_ID,Supplier_Name,Lead_Time,Employee_ID,Employee_Name,Shift_Information,Maintenance_Type,Downtime_Duration,Energy_Consumption_Data,Production_Time,Downtime_Events,Employee_Rating,Downtime_Reason
497,6,Microwave Ovens,Home Appliances,5/31/2023,130,In-Between,69,61,10,Campbell-Wong,4,6,Taylor Davis,Morning Shift,Repairs,1.054144955,936.9894801,5.452759879,5,4,Material Shortage
498,5,Air Conditioners,Home Appliances,7/18/2023,677,Passed,246,431,5,Hawkins-Miller,3,2,Ashley Herring,Night Shift,Routine Maintenance,4.491360226,1108.0199,7.668939844,5,5,Material Shortage
499,6,Microwave Ovens,Home Appliances,9/10/2023,619,Passed,267,352,5,Hawkins-Miller,9,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.688386121,1131.357004,11.9243952,1,3,Material Shortage
500,5,Air Conditioners,Home Appliances,7/6/2023,967,Failed,437,530,1,"Barnes, Butler and Russell",3,7,Victor Hernandez,Night Shift,Repairs,3.282933785,1166.158447,11.65217454,1,1,Material Shortage
501,4,Diesel Generator,Industrial Machinery,6/9/2023,811,In-Between,429,382,8,"Adams, Murphy and Wilson",6,6,Taylor Davis,Morning Shift,Routine Maintenance,2.451307178,1078.666025,5.742500544,5,5,Technical Issues
502,7,Industrial Cookers,Industrial Machinery,9/18/2023,170,Passed,138,32,6,"Hill, Thomas and Neal",3,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.189506158,1166.217552,3.166075538,4,1,Human Error
503,1,Refrigerator,Home Appliances,9/7/2023,287,Failed,286,1,4,"Yang, Walker and George",3,3,Melissa Kim,Afternoon Shift,Repairs,4.858322571,836.3705995,4.427073692,5,2,Technical Issues
504,7,Industrial Cookers,Industrial Machinery,6/16/2023,783,In-Between,210,573,4,"Yang, Walker and George",2,6,Taylor Davis,Morning Shift,Routine Maintenance,4.350419435,1119.647141,7.651159745,4,4,Technical Issues
505,3,Industrial Mixer,Industrial Machinery,6/17/2023,635,Failed,359,276,6,"Hill, Thomas and Neal",3,3,Melissa Kim,Afternoon Shift,Repairs,4.694746614,1279.672103,9.865050422,2,3,Material Shortage
506,1,Refrigerator,Home Appliances,9/12/2023,500,Passed,283,217,10,Campbell-Wong,4,9,Natasha Thomas,Morning Shift,Repairs,1.103491384,1239.916666,8.926333838,4,5,Human Error
507,4,Diesel Generator,Industrial Machinery,7/21/2023,743,Passed,384,359,8,"Adams, Murphy and Wilson",3,1,Amber Powell,Morning Shift,Repairs,4.469473288,1045.540891,8.986127954,1,4,Technical Issues
508,5,Air Conditioners,Home Appliances,4/26/2023,913,Passed,486,427,2,"Moore, Hernandez and Munoz",7,5,David Floyd,Afternoon Shift,Routine Maintenance,none,981.7348196,7.912595076,0,4,Technical Issues
509,1,Refrigerator,Home Appliances,8/10/2023,501,Passed,61,440,8,"Adams, Murphy and Wilson",9,8,Sarah Lloyd,Afternoon Shift,Repairs,3.187460427,1348.537449,4.567515734,3,1,Human Error
510,4,Diesel Generator,Industrial Machinery,7/10/2023,361,Passed,140,221,4,"Yang, Walker and George",10,5,David Floyd,Afternoon Shift,Repairs,2.220204205,1068.300704,8.33537246,4,2,Technical Issues
511,3,Industrial Mixer,Industrial Machinery,5/12/2023,799,In-Between,175,624,3,Hartman-Banks,1,3,Melissa Kim,Afternoon Shift,Repairs,1.608351303,1153.610083,8.221969504,1,3,Material Shortage
512,5,Air Conditioners,Home Appliances,6/6/2023,425,Passed,424,1,10,Campbell-Wong,3,7,Victor Hernandez,Night Shift,Repairs,2.805702055,970.756577,3.73715119,3,3,Human Error
513,5,Air Conditioners,Home Appliances,9/10/2023,836,Passed,386,450,9,Lawson-Herrera,7,6,Taylor Davis,Morning Shift,Routine Maintenance,4.045767067,1132.403066,3.261327244,2,1,Technical Issues
514,1,Refrigerator,Home Appliances,6/20/2023,197,Passed,180,17,3,Hartman-Banks,5,1,Amber Powell,Morning Shift,Repairs,none,994.2450133,7.6727213,0,2,Material Shortage
515,4,Diesel Generator,Industrial Machinery,6/21/2023,431,Failed,430,1,9,Lawson-Herrera,1,4,Megan Allen,Night Shift,Routine Maintenance,4.971416311,1076.880008,10.3715486,2,2,Technical Issues
516,6,Microwave Ovens,Home Appliances,7/16/2023,323,Failed,322,1,1,"Barnes, Butler and Russell",4,4,Megan Allen,Night Shift,Routine Maintenance,none,848.2022939,11.45346245,0,2,Human Error
517,4,Diesel Generator,Industrial Machinery,7/25/2023,519,Passed,440,79,2,"Moore, Hernandez and Munoz",1,4,Megan Allen,Night Shift,Routine Maintenance,4.11797034,866.5996095,9.953196614,3,5,Human Error
518,5,Air Conditioners,Home Appliances,4/2/2023,324,Passed,323,1,10,Campbell-Wong,4,5,David Floyd,Afternoon Shift,Repairs,2.723838451,829.8898735,11.0124272,1,3,Human Error
519,5,Air Conditioners,Home Appliances,7/11/2023,623,Failed,332,291,7,Ferguson Inc,4,3,Melissa Kim,Afternoon Shift,Routine Maintenance,3.717658325,809.4510638,11.2975512,5,3,Technical Issues
520,4,Diesel Generator,Industrial Machinery,5/18/2023,575,Passed,290,285,3,Hartman-Banks,7,6,Taylor Davis,Morning Shift,Repairs,3.968161599,936.1516096,5.146587895,2,2,Human Error
521,5,Air Conditioners,Home Appliances,8/25/2023,357,In-Between,356,1,5,Hawkins-Miller,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,2.368898877,1167.202349,9.235013604,1,4,Technical Issues
522,3,Industrial Mixer,Industrial Machinery,6/5/2023,489,Passed,488,1,10,Campbell-Wong,8,1,Amber Powell,Morning Shift,Repairs,2.06998633,1013.524545,11.79884408,5,2,Technical Issues
523,3,Industrial Mixer,Industrial Machinery,7/8/2023,586,Passed,63,523,6,"Hill, Thomas and Neal",1,5,David Floyd,Afternoon Shift,Routine Maintenance,1.210090512,963.0319843,7.478419141,5,5,Human Error
524,4,Diesel Generator,Industrial Machinery,9/28/2023,309,Passed,228,81,3,Hartman-Banks,8,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.864364447,835.6169466,9.276915253,4,2,Material Shortage
525,1,Refrigerator,Home Appliances,5/26/2023,387,Failed,101,286,9,Lawson-Herrera,6,10,Cheryl Nunez,Night Shift,Routine Maintenance,4.426088,1075.090118,6.222083711,3,2,Technical Issues
526,3,Industrial Mixer,Industrial Machinery,7/18/2023,620,Passed,366,254,10,Campbell-Wong,8,10,Cheryl Nunez,Night Shift,Routine Maintenance,none,1084.058616,5.953990466,0,5,Human Error
527,2,Washing Machine,Home Appliances,9/20/2023,927,Passed,140,787,2,"Moore, Hernandez and Munoz",10,1,Amber Powell,Morning Shift,Routine Maintenance,4.425061703,1211.419677,10.6471862,2,5,Material Shortage
528,3,Industrial Mixer,Industrial Machinery,7/29/2023,609,Failed,178,431,10,Campbell-Wong,2,10,Cheryl Nunez,Night Shift,Repairs,none,1343.070619,10.44221705,0,2,Material Shortage
529,7,Industrial Cookers,Industrial Machinery,6/26/2023,327,Passed,326,1,6,"Hill, Thomas and Neal",8,1,Amber Powell,Morning Shift,Repairs,2.373740302,865.3808978,5.098630131,4,3,Technical Issues
530,5,Air Conditioners,Home Appliances,6/15/2023,898,Passed,181,717,2,"Moore, Hernandez and Munoz",6,9,Natasha Thomas,Morning Shift,Repairs,2.973345231,852.5660352,4.230563762,5,3,Material Shortage
531,3,Industrial Mixer,Industrial Machinery,5/23/2023,897,In-Between,358,539,5,Hawkins-Miller,2,7,Victor Hernandez,Night Shift,Routine Maintenance,2.530395975,978.8331809,5.504359698,4,5,Material Shortage
532,4,Diesel Generator,Industrial Machinery,7/7/2023,479,Failed,478,1,4,"Yang, Walker and George",4,10,Cheryl Nunez,Night Shift,Routine Maintenance,3.360058045,1202.432211,6.467798932,2,1,Material Shortage
533,1,Refrigerator,Home Appliances,7/20/2023,336,Passed,184,152,3,Hartman-Banks,4,4,Megan Allen,Night Shift,Routine Maintenance,none,1037.146039,4.553197946,0,3,Material Shortage
534,2,Washing Machine,Home Appliances,8/13/2023,799,In-Between,155,644,10,Campbell-Wong,5,7,Victor Hernandez,Night Shift,Routine Maintenance,4.945336252,858.3547573,11.38864751,1,2,Material Shortage
535,4,Diesel Generator,Industrial Machinery,8/16/2023,481,Passed,218,263,4,"Yang, Walker and George",8,4,Megan Allen,Night Shift,Routine Maintenance,none,1074.017586,9.581916078,0,3,Technical Issues
536,7,Industrial Cookers,Industrial Machinery,8/8/2023,394,In-Between,393,1,8,"Adams, Murphy and Wilson",8,4,Megan Allen,Night Shift,Repairs,1.02211043,1134.04717,7.69335271,3,5,Human Error
537,6,Microwave Ovens,Home Appliances,9/18/2023,463,Passed,213,250,10,Campbell-Wong,7,5,David Floyd,Afternoon Shift,Routine Maintenance,2.146812256,1245.861921,7.981025491,1,3,Human Error
538,7,Industrial Cookers,Industrial Machinery,7/29/2023,325,Failed,324,1,5,Hawkins-Miller,9,2,Ashley Herring,Night Shift,Repairs,2.090856549,929.4727126,8.756256068,4,3,Material Shortage
539,1,Refrigerator,Home Appliances,9/9/2023,339,Passed,272,67,9,Lawson-Herrera,8,5,David Floyd,Afternoon Shift,Routine Maintenance,4.350608545,1004.48467,5.229517273,4,5,Technical Issues
540,6,Microwave Ovens,Home Appliances,8/19/2023,494,Passed,493,1,7,Ferguson Inc,3,9,Natasha Thomas,Morning Shift,Repairs,2.075575826,965.516559,5.673624913,5,2,Material Shortage
541,5,Air Conditioners,Home Appliances,9/23/2023,814,Passed,475,339,9,Lawson-Herrera,4,3,Melissa Kim,Afternoon Shift,Repairs,1.564292586,1278.876141,11.56262985,3,1,Human Error
542,3,Industrial Mixer,Industrial Machinery,5/22/2023,380,Passed,210,170,8,"Adams, Murphy and Wilson",3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.972352677,877.1672015,6.844708724,1,3,Technical Issues
543,4,Diesel Generator,Industrial Machinery,5/18/2023,679,Passed,113,566,10,Campbell-Wong,7,9,Natasha Thomas,Morning Shift,Repairs,1.656838109,1120.746487,4.339704341,2,4,Material Shortage
544,6,Microwave Ovens,Home Appliances,5/6/2023,461,In-Between,460,1,2,"Moore, Hernandez and Munoz",7,9,Natasha Thomas,Morning Shift,Repairs,1.379428269,1344.712043,4.261850795,1,2,Technical Issues
545,7,Industrial Cookers,Industrial Machinery,6/27/2023,565,Failed,50,515,6,"Hill, Thomas and Neal",3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.000878929,1345.562634,10.37054807,4,4,Material Shortage
546,3,Industrial Mixer,Industrial Machinery,5/14/2023,413,Passed,399,14,5,Hawkins-Miller,4,10,Cheryl Nunez,Night Shift,Routine Maintenance,1.540575422,1210.647379,8.247685734,1,2,Technical Issues
547,1,Refrigerator,Home Appliances,9/19/2023,878,Passed,289,589,2,"Moore, Hernandez and Munoz",1,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.426485084,1222.499269,7.639392898,2,3,Technical Issues
548,3,Industrial Mixer,Industrial Machinery,7/3/2023,428,In-Between,133,295,5,Hawkins-Miller,6,6,Taylor Davis,Morning Shift,Repairs,4.102165372,866.1349321,7.486270238,2,2,Human Error
549,3,Industrial Mixer,Industrial Machinery,5/21/2023,701,Failed,379,322,9,Lawson-Herrera,1,2,Ashley Herring,Night Shift,Repairs,3.000305484,1291.876073,4.651939645,3,1,Material Shortage
550,5,Air Conditioners,Home Appliances,7/12/2023,785,Passed,94,691,6,"Hill, Thomas and Neal",5,4,Megan Allen,Night Shift,Repairs,3.903348138,1067.066128,11.67111971,4,2,Human Error
551,1,Refrigerator,Home Appliances,9/22/2023,493,In-Between,301,192,6,"Hill, Thomas and Neal",8,7,Victor Hernandez,Night Shift,Repairs,none,1343.293241,4.412078673,0,1,Technical Issues
552,6,Microwave Ovens,Home Appliances,4/27/2023,369,Passed,368,1,1,"Barnes, Butler and Russell",5,10,Cheryl Nunez,Night Shift,Repairs,none,1017.688382,4.981908268,0,1,Material Shortage
553,2,Washing Machine,Home Appliances,5/18/2023,378,Passed,377,1,3,Hartman-Banks,8,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,3.769875932,918.8728953,11.64735436,1,3,Material Shortage
554,2,Washing Machine,Home Appliances,9/10/2023,698,Passed,371,327,2,"Moore, Hernandez and Munoz",5,4,Megan Allen,Night Shift,Repairs,1.363073827,1158.223124,8.913800239,2,3,Material Shortage
555,6,Microwave Ovens,Home Appliances,4/15/2023,412,Failed,411,1,1,"Barnes, Butler and Russell",7,1,Amber Powell,Morning Shift,Routine Maintenance,none,1074.841216,5.991650652,0,1,Material Shortage
556,4,Diesel Generator,Industrial Machinery,7/27/2023,666,Passed,211,455,7,Ferguson Inc,2,6,Taylor Davis,Morning Shift,Repairs,4.074353279,974.5375839,4.919226687,5,5,Technical Issues
557,1,Refrigerator,Home Appliances,5/30/2023,498,Passed,230,268,8,"Adams, Murphy and Wilson",7,9,Natasha Thomas,Morning Shift,Repairs,2.593570461,1312.846035,5.286063062,4,5,Material Shortage
558,2,Washing Machine,Home Appliances,4/9/2023,646,Passed,310,336,5,Hawkins-Miller,8,9,Natasha Thomas,Morning Shift,Repairs,1.300320197,1318.54468,9.652889057,5,1,Material Shortage
559,2,Washing Machine,Home Appliances,9/9/2023,918,Passed,248,670,9,Lawson-Herrera,10,3,Melissa Kim,Afternoon Shift,Repairs,4.466985413,836.8748365,6.27360586,4,5,Material Shortage
560,3,Industrial Mixer,Industrial Machinery,5/10/2023,475,Passed,474,1,9,Lawson-Herrera,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,1.138910425,1171.619505,6.483084781,1,2,Material Shortage
561,1,Refrigerator,Home Appliances,7/31/2023,987,Passed,98,889,1,"Barnes, Butler and Russell",10,5,David Floyd,Afternoon Shift,Repairs,none,950.4623008,3.267732947,0,2,Human Error
562,4,Diesel Generator,Industrial Machinery,5/9/2023,435,Passed,434,1,8,"Adams, Murphy and Wilson",2,6,Taylor Davis,Morning Shift,Repairs,3.345003162,1179.587815,7.404301727,2,1,Technical Issues
563,3,Industrial Mixer,Industrial Machinery,5/24/2023,619,Passed,219,400,4,"Yang, Walker and George",2,9,Natasha Thomas,Morning Shift,Repairs,none,1155.471789,11.31700206,0,5,Material Shortage
564,2,Washing Machine,Home Appliances,9/17/2023,434,Passed,336,98,1,"Barnes, Butler and Russell",5,9,Natasha Thomas,Morning Shift,Routine Maintenance,none,1051.133023,5.321436899,0,5,Technical Issues
565,4,Diesel Generator,Industrial Machinery,9/17/2023,236,Passed,235,1,5,Hawkins-Miller,8,1,Amber Powell,Morning Shift,Routine Maintenance,none,893.9441099,6.149367833,0,4,Technical Issues
566,7,Industrial Cookers,Industrial Machinery,9/9/2023,811,Passed,97,714,10,Campbell-Wong,10,9,Natasha Thomas,Morning Shift,Routine Maintenance,4.274157323,951.3788655,5.478149783,5,4,Material Shortage
567,5,Air Conditioners,Home Appliances,4/19/2023,217,Passed,209,8,5,Hawkins-Miller,7,3,Melissa Kim,Afternoon Shift,Repairs,3.266052292,1181.499178,3.487739846,4,1,Human Error
568,4,Diesel Generator,Industrial Machinery,9/20/2023,682,Failed,339,343,8,"Adams, Murphy and Wilson",2,6,Taylor Davis,Morning Shift,Repairs,1.98850882,1132.218086,11.65684359,4,3,Technical Issues
569,6,Microwave Ovens,Home Appliances,6/4/2023,185,Passed,184,1,3,Hartman-Banks,4,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,2.29638305,1141.343739,10.36545325,5,3,Human Error
570,5,Air Conditioners,Home Appliances,8/10/2023,600,In-Between,419,181,4,"Yang, Walker and George",2,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.221511021,1243.601394,7.246504429,2,3,Material Shortage
571,6,Microwave Ovens,Home Appliances,6/8/2023,363,Failed,362,1,7,Ferguson Inc,1,6,Taylor Davis,Morning Shift,Repairs,4.54776171,1099.502495,7.654877036,2,4,Human Error
572,7,Industrial Cookers,Industrial Machinery,6/21/2023,363,Passed,362,1,3,Hartman-Banks,6,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,1.216810349,887.0694093,10.05715606,3,1,Material Shortage
573,3,Industrial Mixer,Industrial Machinery,4/17/2023,530,Failed,93,437,5,Hawkins-Miller,2,5,David Floyd,Afternoon Shift,Repairs,2.44629157,1193.328504,5.406456699,3,4,Material Shortage
574,1,Refrigerator,Home Appliances,9/29/2023,226,Failed,60,166,7,Ferguson Inc,6,1,Amber Powell,Morning Shift,Routine Maintenance,2.312450187,961.7273802,6.907407579,4,3,Technical Issues
575,1,Refrigerator,Home Appliances,6/11/2023,820,Failed,424,396,9,Lawson-Herrera,5,7,Victor Hernandez,Night Shift,Routine Maintenance,3.796847854,838.0081566,5.398589359,1,5,Material Shortage
576,7,Industrial Cookers,Industrial Machinery,8/18/2023,545,Passed,64,481,10,Campbell-Wong,6,5,David Floyd,Afternoon Shift,Repairs,3.350738722,1017.769566,11.54370182,3,3,Human Error
577,2,Washing Machine,Home Appliances,9/29/2023,737,In-Between,470,267,6,"Hill, Thomas and Neal",2,7,Victor Hernandez,Night Shift,Routine Maintenance,1.838127551,917.7941482,4.90766892,3,1,Human Error
578,6,Microwave Ovens,Home Appliances,8/24/2023,411,Passed,410,1,5,Hawkins-Miller,10,5,David Floyd,Afternoon Shift,Repairs,1.466637227,947.7250136,9.548862459,3,1,Human Error
579,2,Washing Machine,Home Appliances,4/30/2023,959,Passed,371,588,9,Lawson-Herrera,8,1,Amber Powell,Morning Shift,Routine Maintenance,3.686913528,916.7966026,8.942583783,1,5,Technical Issues
580,5,Air Conditioners,Home Appliances,9/12/2023,784,Passed,216,568,9,Lawson-Herrera,2,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,2.155595172,1165.474371,4.735417502,1,2,Material Shortage
581,3,Industrial Mixer,Industrial Machinery,9/6/2023,452,Passed,451,1,7,Ferguson Inc,7,2,Ashley Herring,Night Shift,Routine Maintenance,1.997772627,1314.09021,9.0132703,5,3,Human Error
582,7,Industrial Cookers,Industrial Machinery,8/12/2023,497,In-Between,423,74,3,Hartman-Banks,1,4,Megan Allen,Night Shift,Repairs,1.963843331,1112.050861,9.563174547,1,2,Material Shortage
583,1,Refrigerator,Home Appliances,5/20/2023,606,Passed,247,359,9,Lawson-Herrera,3,1,Amber Powell,Morning Shift,Repairs,4.171828625,1316.215443,10.76107591,1,1,Technical Issues
584,4,Diesel Generator,Industrial Machinery,6/8/2023,363,In-Between,281,82,5,Hawkins-Miller,5,8,Sarah Lloyd,Afternoon Shift,Repairs,1.528040443,1190.03524,5.278230913,2,2,Material Shortage
585,7,Industrial Cookers,Industrial Machinery,8/7/2023,823,Passed,194,629,7,Ferguson Inc,2,6,Taylor Davis,Morning Shift,Routine Maintenance,3.903700539,1069.130862,10.26309976,2,3,Human Error
586,6,Microwave Ovens,Home Appliances,9/1/2023,501,Failed,105,396,3,Hartman-Banks,9,7,Victor Hernandez,Night Shift,Repairs,2.755344691,961.0864555,10.38072222,4,5,Material Shortage
587,3,Industrial Mixer,Industrial Machinery,9/18/2023,815,Passed,76,739,7,Ferguson Inc,10,10,Cheryl Nunez,Night Shift,Repairs,4.937506762,1068.294787,11.97150961,2,4,Human Error
588,3,Industrial Mixer,Industrial Machinery,4/27/2023,511,Passed,251,260,7,Ferguson Inc,5,1,Amber Powell,Morning Shift,Repairs,none,992.1101237,9.46939251,0,3,Human Error
589,4,Diesel Generator,Industrial Machinery,5/10/2023,817,In-Between,273,544,4,"Yang, Walker and George",6,10,Cheryl Nunez,Night Shift,Repairs,3.949236139,1203.681889,10.34478407,2,3,Human Error
590,2,Washing Machine,Home Appliances,4/22/2023,990,Passed,486,504,3,Hartman-Banks,2,3,Melissa Kim,Afternoon Shift,Repairs,2.935974714,1298.888238,3.068843297,2,1,Material Shortage
591,5,Air Conditioners,Home Appliances,9/14/2023,381,Passed,242,139,1,"Barnes, Butler and Russell",9,2,Ashley Herring,Night Shift,Routine Maintenance,4.982227553,929.4017197,10.76268572,2,1,Material Shortage
592,5,Air Conditioners,Home Appliances,4/11/2023,810,Passed,296,514,8,"Adams, Murphy and Wilson",10,5,David Floyd,Afternoon Shift,Repairs,3.090062342,926.7601589,3.528697311,3,4,Material Shortage
593,6,Microwave Ovens,Home Appliances,7/25/2023,851,Passed,349,502,2,"Moore, Hernandez and Munoz",5,2,Ashley Herring,Night Shift,Routine Maintenance,1.236003058,1056.39014,9.59761413,3,3,Technical Issues
594,4,Diesel Generator,Industrial Machinery,5/16/2023,483,Passed,482,1,2,"Moore, Hernandez and Munoz",7,3,Melissa Kim,Afternoon Shift,Routine Maintenance,2.841086909,899.7316777,6.977932285,5,2,Technical Issues
595,1,Refrigerator,Home Appliances,9/1/2023,157,Passed,156,1,2,"Moore, Hernandez and Munoz",10,10,Cheryl Nunez,Night Shift,Repairs,none,1150.368287,3.595874515,0,2,Technical Issues
596,5,Air Conditioners,Home Appliances,5/13/2023,281,Passed,280,1,2,"Moore, Hernandez and Munoz",7,4,Megan Allen,Night Shift,Repairs,4.545424208,898.4420939,4.010356042,5,5,Material Shortage
597,6,Microwave Ovens,Home Appliances,7/20/2023,962,Passed,344,618,9,Lawson-Herrera,10,5,David Floyd,Afternoon Shift,Routine Maintenance,2.923761606,1254.801644,10.45689255,5,1,Human Error
598,5,Air Conditioners,Home Appliances,8/15/2023,983,Passed,463,520,3,Hartman-Banks,2,5,David Floyd,Afternoon Shift,Routine Maintenance,none,1036.351523,4.053545068,0,1,Technical Issues
599,4,Diesel Generator,Industrial Machinery,7/22/2023,154,In-Between,136,18,9,Lawson-Herrera,4,2,Ashley Herring,Night Shift,Routine Maintenance,2.825217158,1200.211286,8.692444207,4,5,Material Shortage
600,4,Diesel Generator,Industrial Machinery,8/23/2023,963,Passed,101,862,4,"Yang, Walker and George",2,5,David Floyd,Afternoon Shift,Repairs,1.121371447,843.5984679,10.04732685,4,4,Material Shortage
601,2,Washing Machine,Home Appliances,8/20/2023,500,Failed,499,1,8,"Adams, Murphy and Wilson",8,2,Ashley Herring,Night Shift,Routine Maintenance,3.323307023,1298.953652,10.9184516,1,3,Material Shortage
602,5,Air Conditioners,Home Appliances,9/19/2023,496,Passed,495,1,3,Hartman-Banks,8,8,Sarah Lloyd,Afternoon Shift,Repairs,none,1162.883777,4.731310455,0,1,Technical Issues
603,5,Air Conditioners,Home Appliances,8/16/2023,288,In-Between,287,1,3,Hartman-Banks,3,3,Melissa Kim,Afternoon Shift,Repairs,4.604158571,884.9918279,4.324092446,3,4,Human Error
604,6,Microwave Ovens,Home Appliances,8/29/2023,850,Passed,268,582,4,"Yang, Walker and George",8,6,Taylor Davis,Morning Shift,Repairs,1.502895975,1172.946737,11.50369493,3,1,Technical Issues
605,7,Industrial Cookers,Industrial Machinery,5/6/2023,822,Passed,333,489,3,Hartman-Banks,5,9,Natasha Thomas,Morning Shift,Repairs,none,1137.111988,8.085418809,0,4,Human Error
606,1,Refrigerator,Home Appliances,4/15/2023,638,Passed,383,255,10,Campbell-Wong,4,4,Megan Allen,Night Shift,Routine Maintenance,4.787754739,951.6195294,6.395368014,4,2,Human Error
607,7,Industrial Cookers,Industrial Machinery,5/30/2023,301,Failed,300,1,10,Campbell-Wong,2,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.517556573,992.3940776,11.33881675,3,2,Material Shortage
608,3,Industrial Mixer,Industrial Machinery,5/21/2023,567,Passed,429,138,3,Hartman-Banks,8,4,Megan Allen,Night Shift,Routine Maintenance,4.157378,1202.330034,10.54937718,3,3,Human Error
609,7,Industrial Cookers,Industrial Machinery,5/27/2023,465,Failed,464,1,2,"Moore, Hernandez and Munoz",3,3,Melissa Kim,Afternoon Shift,Routine Maintenance,none,944.50493,6.579515629,0,5,Material Shortage
610,1,Refrigerator,Home Appliances,6/15/2023,364,Passed,143,221,8,"Adams, Murphy and Wilson",5,5,David Floyd,Afternoon Shift,Repairs,none,1176.607174,11.47474296,0,1,Technical Issues
611,2,Washing Machine,Home Appliances,4/21/2023,505,Failed,91,414,3,Hartman-Banks,6,10,Cheryl Nunez,Night Shift,Routine Maintenance,2.32069054,877.1569152,4.832038326,2,3,Material Shortage
612,7,Industrial Cookers,Industrial Machinery,6/8/2023,838,Passed,429,409,10,Campbell-Wong,10,3,Melissa Kim,Afternoon Shift,Repairs,4.988950407,964.2600269,4.785972547,1,2,Human Error
613,3,Industrial Mixer,Industrial Machinery,5/23/2023,901,Passed,498,403,9,Lawson-Herrera,8,10,Cheryl Nunez,Night Shift,Repairs,2.974751557,883.4356996,5.269706468,1,1,Material Shortage
614,7,Industrial Cookers,Industrial Machinery,8/26/2023,182,Passed,181,1,10,Campbell-Wong,2,9,Natasha Thomas,Morning Shift,Repairs,1.135063475,1044.712571,6.503677753,1,1,Technical Issues
615,7,Industrial Cookers,Industrial Machinery,5/1/2023,759,Passed,345,414,6,"Hill, Thomas and Neal",2,1,Amber Powell,Morning Shift,Repairs,1.15624889,1218.074046,7.074769573,3,3,Human Error
616,3,Industrial Mixer,Industrial Machinery,5/9/2023,954,Passed,351,603,4,"Yang, Walker and George",2,6,Taylor Davis,Morning Shift,Repairs,3.054517517,817.1219995,11.84354489,1,4,Human Error
617,5,Air Conditioners,Home Appliances,7/7/2023,464,Failed,463,1,3,Hartman-Banks,7,3,Melissa Kim,Afternoon Shift,Routine Maintenance,4.538623437,860.327314,11.5865622,5,3,Human Error
618,3,Industrial Mixer,Industrial Machinery,5/9/2023,268,Passed,267,1,10,Campbell-Wong,7,3,Melissa Kim,Afternoon Shift,Routine Maintenance,none,990.9861993,4.169680086,0,5,Human Error
619,4,Diesel Generator,Industrial Machinery,9/14/2023,424,Passed,423,1,9,Lawson-Herrera,2,7,Victor Hernandez,Night Shift,Repairs,none,1233.890452,11.63940138,0,2,Material Shortage
620,4,Diesel Generator,Industrial Machinery,6/9/2023,619,Passed,194,425,6,"Hill, Thomas and Neal",10,1,Amber Powell,Morning Shift,Routine Maintenance,2.10181755,991.2252756,8.670022413,3,4,Material Shortage
621,1,Refrigerator,Home Appliances,6/29/2023,484,Passed,483,1,1,"Barnes, Butler and Russell",2,4,Megan Allen,Night Shift,Routine Maintenance,2.201063885,1218.901345,5.473443774,2,3,Material Shortage
622,2,Washing Machine,Home Appliances,8/27/2023,659,Passed,156,503,1,"Barnes, Butler and Russell",2,9,Natasha Thomas,Morning Shift,Routine Maintenance,3.305291345,917.7160241,7.718835098,4,5,Human Error
623,3,Industrial Mixer,Industrial Machinery,6/18/2023,681,Failed,157,524,8,"Adams, Murphy and Wilson",5,2,Ashley Herring,Night Shift,Routine Maintenance,3.502725708,945.0831404,3.526509427,5,5,Material Shortage
624,3,Industrial Mixer,Industrial Machinery,6/9/2023,718,Passed,312,406,3,Hartman-Banks,6,7,Victor Hernandez,Night Shift,Routine Maintenance,2.664135319,806.3668041,5.472428762,3,3,Material Shortage
625,7,Industrial Cookers,Industrial Machinery,9/7/2023,635,Passed,408,227,1,"Barnes, Butler and Russell",6,9,Natasha Thomas,Morning Shift,Repairs,1.589665454,1161.775373,8.554370043,3,1,Human Error
626,1,Refrigerator,Home Appliances,6/20/2023,490,Passed,485,5,7,Ferguson Inc,9,3,Melissa Kim,Afternoon Shift,Repairs,1.250509002,1151.26929,7.072679103,4,1,Material Shortage
627,7,Industrial Cookers,Industrial Machinery,7/22/2023,263,Passed,234,29,10,Campbell-Wong,1,8,Sarah Lloyd,Afternoon Shift,Routine Maintenance,3.268160695,1307.893785,4.842732067,4,3,Technical Issues
628,2,Washing Machine,Home Appliances,7/12/2023,519,Passed,118,401,3,Hartman-Banks,6,1,Amber Powell,Morning Shift,Routine Maintenance,3.537956864,1188.522518,3.966435772,4,2,Technical Issues
