Loan ID,Borrower ID,Borrower Name,Gender,Borrower Age,Marital Status,Borrower Address,Borrower Email,Borrower Phone Number,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Credit Score,Income,Employment Status,Loan Origination Date,Loan Paid Date
133,3616,Luis Daniel,Male,47,Married,"792 Andrea Courts Suite 617
North Candace, PW 27783",luis.daniel@yapi.com,(453)552-2215x7362,32246.2,Personal Loan,6.14,1 years,Paid Off,816,63884,Employed,10/1/2018,9/1/2020 0:00
640,3625,Jamie Reese,Female,36,Married,"676 Hanna Shore Suite 485
West Shawn, NM 75850",jamie.reese@yapi.com,-3487,22847.58,Auto Loan,8.55,4 years,Paid Off,744,73054,Self-Employed,2/23/2020,2/23/2024 0:00
529,3613,Joanna Alexander,Male,44,Married,"7883 Michael Springs Apt. 351
Lake Morgan, PR 01798",joanna.alexander@yapi.com,301-723-7096,26735.21,Personal Loan,3.28,2 years,Paid Off,756,57021,Employed,4/14/2021,7/14/2023 0:00
135,3019,Stephanie West,Male,32,Married,"PSC 3931, Box 7519
APO AP 41804",stephanie.west@yapi.com,+1-686-234-4627x5304,23477.53,Commercial Loan,6.41,2 years,Defaulted,700,61154,Self-Employed,10/9/2019, 
1019,2492,Lindsey Hernandez,Female,43,Not Married,"22857 Rebecca Glens
Cynthiamouth, TN 52909",lindsey.hernandez@yapi.com,(426)843-3261x53370,16186.62,Commercial Loan,4.76,2 years,In Arrears,419,16498,Unemployed,4/30/2020, 
190,2495,Amber Baxter,Male,45,Married,"611 Cherry Bridge
Davidmouth, MP 31850",amber.baxter@yapi.com,-1409,22607.64,Auto Loan,3.63,3 years,In Arrears,714,70623,Employed,8/10/2021, 
352,3038,Bianca Williams,Male,45,Married,"292 Jacob Ports
Dorseyfurt, DC 43246",bianca.williams@yapi.com,001-380-440-2679x222,42810.15,Commercial Loan,6.11,1 years,Defaulted,633,57448,Self-Employed,12/10/2018, 
1056,3042,Tracy Tucker,Male,30,Married,"Unit 9134 Box 5456
DPO AA 77401",tracy.tucker@yapi.com,508.643.2316x573,63095.37,Mortgage,8.81,3 years,In Arrears,700,70448,Employed,7/21/2021, 
595,1959,Lindsey Lin,Male,32,Married,"323 Eric Cape
North Kimberly, CA 16912",lindsey.lin@yapi.com,368-922-4308x12607,1947.72,Auto Loan,4.71,3 years,Defaulted,353,14235,Unemployed,11/19/2018, 
1032,2265,William Vaughan,Male,48,Married,"08029 Mcfarland Locks Suite 045
Sharonberg, LA 09292",william.vaughan@yapi.com,001-715-730-0544x6001,1372.91,Personal Loan,4.12,2 years,Paid Off,392,13468,Unemployed,8/22/2019,7/22/2022 0:00
182,2758,Alexander Arnold,Male,32,Not Married,"Unit 8973 Box 9287
DPO AP 72686",alexander.arnold@yapi.com,001-809-369-3851x3238,1873.22,Mortgage,4.33,1 years,Paid Off,540,10727,Unemployed,6/4/2019,1/4/2021 0:00
749,1818,Richard Jimenez,Male,51,Married,"177 Lee Mount
New Andrewchester, ND 60941",richard.jimenez@yapi.com,260-316-0721x335,62983,Commercial Loan,7.32,2 years,Defaulted,760,73939,Employed,9/26/2018, 
136,3440,Lisa Wagner,Female,48,Married,"414 Nicholas Fall Suite 328
New Anthonychester, AR 70500",lisa.wagner@yapi.com,869.951.7167x8783,24009.08,Mortgage,8.1,2 years,Paid Off,793,40735,Self-Employed,11/10/2018,1/10/2021 0:00
650,3652,Corey Hayes,Male,45,Married,"0063 Kirk Island
Tonyport, MD 15994",corey.hayes@yapi.com,(852)349-7247,21142.37,Mortgage,8.02,1 years,Paid Off,782,29522,Self-Employed,10/20/2019,9/20/2021 0:00
1275,2792,Jonathan Harris,Male,53,Married,"46019 Cynthia Courts
Port Jacobmouth, FM 47440",jonathan.harris@yapi.com,001-551-697-1035x223,43630.55,Personal Loan,5.12,2 years,Defaulted,838,44684,Employed,11/15/2019, 
639,2080,Amanda Powers MD,Female,53,Married,"639 Kimberly Shore Suite 640
Garciaside, LA 71669",amanda.powers.md@yapi.com,(718)331-9570x6079,5992.54,Personal Loan,9.45,2 years,Paid Off,581,10379,Unemployed,3/14/2021,10/14/2023 0:00
13,3876,Sherry Weaver,Female,55,Not Married,"943 Theresa Hills Suite 165
East Jonathanland, MH 54706",sherry.weaver@yapi.com,001-218-570-2294x1526,7115.42,Commercial Loan,6.64,1 years,Paid Off,711,38025,Self-Employed,4/16/2020,11/16/2021 0:00
644,1681,Keith Williams,Male,28,Not Married,"204 Andrea Meadow
Rachelview, ID 95985",keith.williams@yapi.com,(823)376-6682,1108.1,Auto Loan,2.75,4 years,In Arrears,780,56935,Employed,12/27/2020, 
1137,2897,Brandon Adams,Male,45,Married,"361 Meredith Harbors Suite 582
Port Kathrynfort, NC 01986",brandon.adams@yapi.com,330-249-1136x30647,12614.1,Mortgage,8.98,3 years,Defaulted,746,31410,Employed,11/25/2020, 
1398,2944,Brandon Hopkins,Female,34,Not Married,"411 Angela Parks
Natalieport, IA 07846",brandon.hopkins@yapi.com,729-284-4517x784,3478.07,Mortgage,4.98,2 years,In Arrears,825,79080,Employed,1/14/2019, 
316,2820,Amanda Griffin,Male,28,Not Married,"412 Dennis Glens
North Kelly, IA 21095",amanda.griffin@yapi.com,-3593,26384.66,Auto Loan,4.17,4 years,Defaulted,699,38317,Employed,2/16/2019, 
123,1894,David Brown,Male,34,Married,"0445 Maria Hill
New Monica, AZ 34052",david.brown@yapi.com,(762)720-5433x93841,12420.05,Personal Loan,7.26,1 years,Paid Off,815,26234,Employed,6/20/2021,1/20/2023 0:00
307,1937,David Stanley,Female,49,Not Married,"110 Caroline Square Suite 664
Annefurt, NJ 07709",david.stanley@yapi.com,(716)341-9051,49434.88,Commercial Loan,2.04,4 years,Defaulted,639,60035,Employed,5/13/2021, 
771,1899,Jeffrey Andrews,Male,52,Not Married,"96246 Emily Fall
South Andrewview, MA 67504",jeffrey.andrews@yapi.com,001-875-676-8264x9863,28478.72,Commercial Loan,7.85,2 years,Paid Off,817,67081,Employed,2/26/2019,9/26/2021 0:00
861,3009,Destiny Diaz,Male,38,Married,"157 Lopez Loaf
Bairdport, NY 11728",destiny.diaz@yapi.com,457.923.0106x5739,48501.76,Mortgage,5.27,2 years,In Arrears,819,50851,Self-Employed,1/27/2019, 
112,2586,Paul Perez,Female,49,Married,"411 Annette Key Suite 664
Stacyfort, WI 34574",paul.perez@yapi.com,245.896.1647x76523,3870.47,Auto Loan,8.73,3 years,In Arrears,423,8667,Unemployed,2/22/2020, 
1161,3509,Michael Martinez,Male,43,Married,"82394 Fry Shoal
Olsenport, KY 89400",michael.martinez@yapi.com,+1-496-869-7352x66709,8079.28,Personal Loan,9.72,4 years,Paid Off,593,14639,Unemployed,7/4/2019,2/4/2024 0:00
1335,2658,Donna Miller,Male,46,Not Married,"4331 Whitney Expressway Suite 907
Eduardofurt, NJ 66087",donna.miller@yapi.com,490.490.5757,45579.05,Mortgage,5.64,1 years,In Arrears,721,64734,Employed,5/13/2021, 
977,2509,John Washington,Male,31,Not Married,"619 Perez Ville
Matthewland, SC 59717",john.washington@yapi.com,+1-234-485-8697x0974,8600.39,Mortgage,5.87,2 years,Paid Off,317,11804,Unemployed,8/31/2019,11/30/2021 0:00
1120,3151,Matthew Houston,Male,49,Married,"0913 Yolanda Station Apt. 761
Jacksonborough, NY 53340",matthew.houston@yapi.com,315.356.2680x517,15084.64,Commercial Loan,9.67,1 years,Defaulted,631,49394,Employed,8/26/2021, 
1500,2222,Paula Hale,Female,35,Married,"USCGC Watson
FPO AP 61218",paula.hale@yapi.com,001-662-488-0895x300,23879.37,Personal Loan,3.66,4 years,Paid Off,669,45294,Employed,11/19/2020,5/19/2025 0:00
88,3902,Jillian Adams,Female,33,Married,"19247 Cole Junctions Apt. 113
West Christinaton, MD 17626",jillian.adams@yapi.com,644-872-4175,44411.65,Auto Loan,7.28,1 years,Defaulted,650,59690,Employed,2/24/2019, 
1243,3288,Molly Mason,Male,48,Married,"585 Green Knoll
Ruizmouth, WI 77654",molly.mason@yapi.com,001-887-646-3856x94092,37070.29,Mortgage,2.87,4 years,In Arrears,669,72036,Employed,9/6/2020, 
144,2611,Rachel Mitchell,Female,53,Married,"7411 Wheeler Cove
Danielborough, OR 92050",rachel.mitchell@yapi.com,8586612031,11908.32,Mortgage,4.55,2 years,In Arrears,551,18463,Unemployed,4/7/2021, 
1184,3803,Allison Nichols,Male,47,Married,"814 Tran Turnpike Apt. 826
Tiffanyfurt, ME 64790",allison.nichols@yapi.com,(784)976-8818,5270.11,Personal Loan,2.42,2 years,Paid Off,690,52565,Employed,12/16/2020,12/16/2022 0:00
1288,1819,Tyler Davis,Male,32,Married,"28643 Diaz Way
Wolfborough, WV 83743",tyler.davis@yapi.com,001-706-721-2385x475,47506.67,Mortgage,2.97,3 years,Paid Off,806,66980,Employed,10/11/2018,4/11/2022 0:00
1053,2900,Sharon Wood,Male,43,Married,"01230 Lauren Course
East Gabriela, AZ 75659",sharon.wood@yapi.com,968.921.8688,10672.87,Auto Loan,7.1,2 years,In Arrears,776,26129,Employed,4/7/2021, 
1251,2201,Stephanie Palmer,Female,40,Not Married,"7282 Morris Fall
Scottland, AS 30440",stephanie.palmer@yapi.com,633.984.7258x256,37189.18,Auto Loan,8.61,2 years,In Arrears,647,51310,Employed,7/15/2021, 
163,2412,Tammy Cobb,Male,49,Not Married,"60937 Sanchez Walks Suite 163
Andrewport, DE 86563",tammy.cobb@yapi.com,341-532-1472x65983,27032.19,Commercial Loan,4.16,2 years,Paid Off,613,53425,Employed,5/4/2019,11/4/2021 0:00
741,3294,Kimberly Lynch,Male,55,Not Married,"403 Tamara Knoll Apt. 268
South Richard, WV 60371",kimberly.lynch@yapi.com,(340)206-2280,4543.48,Auto Loan,9.82,4 years,In Arrears,330,8453,Unemployed,10/2/2018, 
1193,2136,Jared Moon,Male,55,Not Married,"5213 Harper Knolls
Gonzalesstad, ID 34983",jared.moon@yapi.com,001-917-715-3927,2446.65,Auto Loan,2.09,1 years,In Arrears,687,46705,Self-Employed,7/12/2021, 
896,3595,Sarah Jones,Female,50,Married,"PSC 8027, Box 7443
APO AA 58207",sarah.jones@yapi.com,476.386.8505,33365.09,Personal Loan,3.96,4 years,Paid Off,654,58817,Employed,12/3/2019,7/3/2024 0:00
1365,1995,Kristy Stone,Male,53,Married,"23116 Alyssa Forest
Franklinport, PW 81830",kristy.stone@yapi.com,+1-625-363-0330x14759,13817.24,Personal Loan,3.48,4 years,In Arrears,813,47411,Employed,3/20/2020, 
161,1691,Lori Braun,Male,51,Married,"95386 Cooper Highway
Williamsborough, WY 61617",lori.braun@yapi.com,(748)882-9039,34358.36,Personal Loan,5.25,4 years,Defaulted,734,60174,Employed,2/19/2021, 
639,3878,Jennifer Hayes,Female,31,Not Married,"02322 Black Points Suite 938
South Danastad, OK 33540",jennifer.hayes@yapi.com,656.980.5004x73458,22379.84,Personal Loan,3.9,4 years,Paid Off,848,55500,Employed,7/10/2019,5/10/2024 0:00
1428,3233,Tammy Burnett,Male,46,Not Married,"9747 Wood Divide
Leeberg, NY 50226",tammy.burnett@yapi.com,(952)993-8400x831,60496.19,Auto Loan,7.77,1 years,Defaulted,692,75961,Self-Employed,2/7/2019, 
1077,2026,Kristen Kelley,Female,39,Married,"2937 Bryant Vista Apt. 094
Geraldside, OK 14744",kristen.kelley@yapi.com,-1721,9677.74,Mortgage,4.47,1 years,In Arrears,727,29124,Employed,1/9/2019, 
1157,1628,Eric Smith,Male,41,Not Married,"1629 Ramos Burgs Suite 525
East David, AK 48599",eric.smith@yapi.com,+1-992-342-5664x60253,37330.13,Auto Loan,9.36,4 years,Paid Off,647,38097,Employed,3/19/2021,3/19/2025 0:00
197,3039,Chad Anderson,Male,51,Married,"25683 Stephanie Circle Suite 294
Mcdonaldshire, ME 18910",chad.anderson@yapi.com,001-950-358-4581x58849,4936.97,Auto Loan,6.97,2 years,Paid Off,347,17409,Unemployed,3/2/2020,11/2/2022 0:00
1202,3347,Deborah Cordova,Male,33,Married,"2193 Williams Drive Apt. 180
Shaneville, GU 98710",deborah.cordova@yapi.com,259-324-5429x4581,33446.29,Commercial Loan,9.84,1 years,Paid Off,806,43309,Employed,12/17/2020,5/17/2022 0:00
83,1605,Gilbert Reed,Male,52,Not Married,"991 Joan Prairie Apt. 982
Danastad, KY 98984",gilbert.reed@yapi.com,201-847-9543,16964.3,Mortgage,4.83,4 years,Paid Off,601,25604,Employed,9/14/2019,8/14/2024 0:00
262,3906,Rita Brown,Male,55,Married,"276 Jennifer Spring
Rodriguezbury, NJ 60712",rita.brown@yapi.com,789-737-7332x31985,35379.92,Commercial Loan,9.72,4 years,Defaulted,740,63805,Employed,9/21/2019, 
13,1959,Peter Sandoval,Male,30,Married,"204 Robinson Summit
Port James, FL 89216",peter.sandoval@yapi.com,+1-991-358-8099x32296,5260.13,Mortgage,3.43,3 years,Paid Off,754,68250,Employed,6/24/2020,11/24/2023 0:00
629,2936,Heather Newman,Male,33,Married,"87537 Gerald Highway Apt. 969
South Nicole, PA 08579",heather.newman@yapi.com,224-708-8890x193,34633.42,Mortgage,6.09,2 years,Paid Off,766,36111,Self-Employed,6/18/2021,3/18/2024 0:00
345,1885,Darryl Hayes,Male,48,Not Married,"24710 Martin Crescent
Port Christina, IA 89896",darryl.hayes@yapi.com,001-457-753-7022x48050,35046.24,Personal Loan,8.25,1 years,Paid Off,712,54457,Self-Employed,4/6/2019,5/6/2020 0:00
270,2553,Michelle Davis,Female,28,Married,"Unit 6378 Box 0484
DPO AE 00766",michelle.davis@yapi.com,8963720627,19172.34,Auto Loan,4.93,1 years,Defaulted,737,47921,Employed,11/7/2018, 
1077,2211,Nancy Brooks,Male,36,Married,"PSC 6163, Box 9474
APO AA 55255",nancy.brooks@yapi.com,905.248.4823,12404.19,Commercial Loan,5.91,1 years,Paid Off,806,42344,Self-Employed,5/9/2019,6/9/2020 0:00
1314,3458,Timothy Phillips,Female,45,Married,"830 Earl Cliff Suite 715
Suarezmouth, GU 27818",timothy.phillips@yapi.com,001-743-429-4661x33410,50965.06,Commercial Loan,2,3 years,In Arrears,603,64869,Employed,9/30/2019, 
262,3927,Christopher Glenn,Male,54,Married,"6186 Ayala Bypass Suite 821
New Samuel, VI 32443",christopher.glenn@yapi.com,358-388-0741x9303,10158.98,Auto Loan,2.3,2 years,Paid Off,414,19262,Unemployed,9/20/2021,1/20/2024 0:00
426,3965,John Wright,Male,45,Married,"29378 Zamora Valleys
Beckerchester, UT 00658",john.wright@yapi.com,438-789-5010x15139,59537.56,Auto Loan,9.32,1 years,In Arrears,822,68297,Employed,8/30/2019, 
1199,2923,Samantha Hansen,Male,32,Not Married,"9200 Kevin Alley Apt. 671
Cindyborough, MI 96458",samantha.hansen@yapi.com,(424)671-2284x85187,65796.52,Mortgage,2.23,1 years,Paid Off,678,79503,Self-Employed,8/5/2021,4/5/2023 0:00
244,3684,Joseph Lyons,Female,39,Married,"2422 Ryan Radial
Deniseshire, TX 26666",joseph.lyons@yapi.com,782.367.3814x1894,9990.55,Commercial Loan,5.31,1 years,Defaulted,839,39228,Self-Employed,6/10/2021, 
1392,2685,Ethan Harris,Female,46,Married,"23763 Amy Drive Suite 336
West Dana, MD 90150",ethan.harris@yapi.com,965.712.9884x73560,58459.8,Commercial Loan,9.87,2 years,Paid Off,646,66836,Employed,7/22/2019,4/22/2022 0:00
1080,2791,Matthew Vance,Male,48,Not Married,"32086 Alicia Throughway Suite 973
East Angelland, NC 30777",matthew.vance@yapi.com,277-365-7587x46985,60932.11,Auto Loan,7.11,3 years,Paid Off,620,69454,Self-Employed,7/7/2021,7/7/2024 0:00
890,1883,Tamara Murphy,Male,51,Not Married,"553 Berry Vista
East Christine, CO 27008",tamara.murphy@yapi.com,(573)331-3317x9004,20416.36,Personal Loan,3.34,4 years,Paid Off,606,38424,Self-Employed,7/30/2020,1/30/2025 0:00
732,3426,Terry Roberts,Male,42,Married,"262 Gallegos Springs Suite 145
Danielmouth, AZ 85350",terry.roberts@yapi.com,920-475-6519,8718.36,Commercial Loan,5.56,4 years,In Arrears,566,10242,Unemployed,9/14/2020, 
298,2160,Jonathan Wallace,Male,48,Married,"065 Burton Track
North Brittanymouth, WV 34527",jonathan.wallace@yapi.com,476.980.3107x3833,20527.5,Mortgage,6.78,2 years,Paid Off,752,41889,Employed,1/24/2020,11/24/2022 0:00
1018,2802,Tiffany Jordan,Male,40,Not Married,"3790 Robert Rue
Steeleport, FM 86177",tiffany.jordan@yapi.com,589-230-8419,46903.16,Mortgage,4.02,4 years,Paid Off,802,53016,Employed,5/31/2020,1/31/2025 0:00
1335,1784,Robert Anderson,Male,41,Married,"PSC 8443, Box 4897
APO AA 30181",robert.anderson@yapi.com,001-411-313-6044x6007,26444.49,Personal Loan,5.57,2 years,Defaulted,784,46373,Employed,2/19/2019, 
184,3264,Cynthia Mckinney,Male,55,Married,"13202 Mary Tunnel Apt. 980
Port Thomas, FM 68617",cynthia.mckinney@yapi.com,(946)486-8241x213,32473.28,Personal Loan,3.19,2 years,Paid Off,752,33789,Employed,1/5/2021,12/5/2023 0:00
561,2082,Eric Sandoval IV,Male,54,Not Married,"69348 Thornton Gardens Suite 241
Carmenfurt, MT 82930",eric.sandoval.iv@yapi.com,801-923-4931,30190.7,Personal Loan,5.89,1 years,Paid Off,764,63542,Employed,10/15/2018,2/15/2020 0:00
382,1637,Victor Sellers,Female,31,Not Married,"7466 Raymond Trafficway Apt. 081
Geoffreyside, NJ 52974",victor.sellers@yapi.com,555.427.6099,8954.42,Commercial Loan,4.05,5 years,Paid Off,686,32134,Employed,8/3/2020,8/3/2025 0:00
1353,1712,Lance Howard,Male,47,Not Married,"954 Smith Crossroad
Rogerborough, FM 69402",lance.howard@yapi.com,203.937.4601,6989.13,Personal Loan,7.12,1 years,Paid Off,369,12869,Unemployed,6/9/2021,11/9/2022 0:00
609,1685,Tim Jimenez,Male,45,Married,"062 Cuevas Stream Suite 990
Johnland, MT 04703",tim.jimenez@yapi.com,(478)369-4747,63849.86,Personal Loan,3.9,3 years,In Arrears,807,66330,Employed,8/18/2019, 
579,3509,Kara Larson,Female,32,Married,"128 Atkins Drive Apt. 653
Ellisport, MI 57073",kara.larson@yapi.com,976-819-1224x86350,4440.43,Personal Loan,2.34,1 years,Defaulted,732,32415,Employed,12/23/2020, 
1025,2525,Katherine Johnson,Male,28,Married,"USS Smith
FPO AE 94761",katherine.johnson@yapi.com,001-894-518-6010x29722,8918.1,Commercial Loan,7.85,2 years,Paid Off,730,75773,Employed,2/7/2020,11/7/2022 0:00
86,2359,Daniel Henderson,Male,54,Married,"65646 Kevin Knoll
Donnashire, WA 08993",daniel.henderson@yapi.com,(861)543-8777x536,3871.43,Auto Loan,8.46,4 years,In Arrears,682,78641,Employed,8/14/2021, 
439,2633,Christopher Snyder,Male,29,Married,"USS Miller
FPO AA 65284",christopher.snyder@yapi.com,650-681-0988x0430,4344.26,Commercial Loan,6.13,3 years,Defaulted,738,47020,Employed,12/10/2018, 
204,2828,Crystal Torres,Female,34,Married,"145 David Locks
Lake Kelsey, VT 62006",crystal.torres@yapi.com,240-935-5188x152,14332.31,Mortgage,9.66,4 years,Defaulted,648,61097,Employed,2/25/2020, 
919,3468,Stephanie King,Male,55,Married,"544 Jeffrey Knoll Suite 980
Riveramouth, HI 63778",stephanie.king@yapi.com,441-529-7002,11555.22,Personal Loan,2.51,2 years,Defaulted,700,28513,Self-Employed,2/4/2020, 
469,3935,Brittany Harris,Male,32,Not Married,"558 Reilly Port Apt. 942
South Philipfort, CO 49764",brittany.harris@yapi.com,476.210.4637,4041.39,Mortgage,5.81,3 years,Defaulted,332,10498,Unemployed,4/12/2020, 
17,2884,Dylan Brown,Male,50,Not Married,"2868 Cain Ports
West Markview, ME 32318",dylan.brown@yapi.com,8124988285,11414.02,Auto Loan,5.9,3 years,Paid Off,474,11497,Unemployed,1/14/2021,11/14/2024 0:00
41,1920,Angelica Jones,Male,31,Married,"8400 Powers Views
New Stacieville, UT 04037",angelica.jones@yapi.com,579.767.6404x932,14617.88,Personal Loan,5.09,1 years,Paid Off,393,18954,Unemployed,9/24/2020,7/24/2022 0:00
570,2785,Benjamin Clark,Male,55,Married,"37395 Brandon Ferry
Campbellville, HI 52185",benjamin.clark@yapi.com,(413)555-1516,3570.16,Mortgage,5.2,1 years,Paid Off,760,50867,Employed,10/12/2018,3/12/2020 0:00
1329,3597,John Brown,Male,44,Married,"52822 Harris Hollow Suite 466
East Amychester, ND 70661",john.brown@yapi.com,(261)741-3943x733,5756.14,Commercial Loan,8.09,3 years,Paid Off,617,54570,Employed,1/25/2019,10/25/2022 0:00
949,2646,Jennifer Cole,Female,48,Not Married,"829 Bell Plaza Suite 439
East Sandraland, KY 16564",jennifer.cole@yapi.com,001-514-929-4200x3120,38398.32,Mortgage,6.09,3 years,Defaulted,741,46275,Employed,7/28/2019, 
1218,3645,Kendra Lewis PhD,Male,48,Married,"8463 Jessica Plaza
Mooreshire, TX 28554",kendra.lewis.phd@yapi.com,-10131,11416.92,Personal Loan,5.67,3 years,Defaulted,760,33029,Employed,6/21/2020, 
95,3464,Jillian Howard,Male,52,Not Married,"291 Howard Hill Apt. 663
Nelsonland, MH 15483",jillian.howard@yapi.com,001-576-813-4468x2256,15941.21,Commercial Loan,2.1,2 years,Paid Off,809,69410,Self-Employed,2/8/2020,5/8/2022 0:00
831,2279,Wendy Acevedo,Female,31,Married,"20411 Michelle Unions
Drakemouth, NE 60882",wendy.acevedo@yapi.com,459.745.1152x13500,37508.22,Auto Loan,8.97,3 years,Paid Off,643,41559,Employed,6/1/2020,4/1/2024 0:00
617,1613,John Taylor,Female,34,Not Married,"USNV Salazar
FPO AP 16982",john.taylor@yapi.com,(246)607-6214x5564,1037.14,Commercial Loan,9.77,4 years,Paid Off,660,66710,Employed,9/26/2018,12/26/2022 0:00
248,3140,Michael Morales,Female,50,Married,"24490 Hodges Knoll
North Victoriabury, OK 47458",michael.morales@yapi.com,774.686.8025,41468.22,Personal Loan,8.3,3 years,Paid Off,846,58375,Employed,12/9/2020,12/9/2023 0:00
718,1883,Carmen Lynch,Male,47,Married,"525 Nancy Keys
New Tyronetown, NC 57504",carmen.lynch@yapi.com,+1-867-561-5867x6501,29235.06,Personal Loan,4.04,1 years,Paid Off,821,54364,Employed,5/13/2019,7/13/2020 0:00
945,3227,Jake Davis,Male,49,Married,"468 Chandler Stravenue
West Priscillamouth, NH 34703",jake.davis@yapi.com,276.504.5555x86487,38643.02,Personal Loan,8.94,1 years,In Arrears,640,56548,Employed,7/11/2019, 
1120,3934,Hailey Bailey,Male,51,Married,"19967 David Orchard
Miguelton, KY 12262",hailey.bailey@yapi.com,657.438.6894,28239.66,Personal Loan,6.77,1 years,Defaulted,617,41788,Employed,10/18/2018, 
956,2788,Frederick Booth,Male,31,Married,"54849 Frank Knolls
Henryville, TX 26835",frederick.booth@yapi.com,-9180,32370.71,Commercial Loan,7.36,4 years,Paid Off,753,41768,Employed,7/23/2021,1/23/2026 0:00
440,3266,Shelby Freeman,Male,37,Not Married,"9898 Kevin Falls Suite 883
Vasquezton, DC 82776",shelby.freeman@yapi.com,724-455-8835x02509,52758.14,Auto Loan,9.38,3 years,Paid Off,710,60978,Employed,5/24/2021,7/24/2024 0:00
584,3017,Melissa Dyer,Male,51,Married,"77292 Rowe Parks Apt. 375
Calderonmouth, PA 59313",melissa.dyer@yapi.com,001-776-272-6731x8813,36452.79,Auto Loan,8.54,5 years,Paid Off,715,42832,Employed,1/20/2019,1/20/2024 0:00
393,3841,Jacob Rosales,Male,40,Married,"61108 David Crossroad Apt. 552
Rasmussenside, GU 78615",jacob.rosales@yapi.com,001-580-443-2007x52972,46490.39,Mortgage,4.98,4 years,In Arrears,832,52782,Employed,3/5/2019, 
540,2116,Joshua Lewis,Male,38,Not Married,"0624 Vincent Hills Suite 127
Christopherhaven, ID 42452",joshua.lewis@yapi.com,001-953-750-2771,10118.86,Commercial Loan,5.18,4 years,In Arrears,697,66865,Self-Employed,1/28/2021, 
1350,2030,Garrett Kemp,Male,43,Not Married,"617 Proctor Coves
West Kennethview, VI 11458",garrett.kemp@yapi.com,579.389.7436,30087.55,Auto Loan,5.41,4 years,Defaulted,646,67048,Employed,12/5/2019, 
1222,1766,Veronica Chambers,Male,36,Married,"8665 Jessica Vista
Kirbyport, MO 60344",veronica.chambers@yapi.com,001-456-672-6954x46773,8528.62,Commercial Loan,2.15,3 years,Paid Off,842,76333,Employed,7/1/2019,5/1/2023 0:00
92,2742,Alexandra Williams,Male,54,Married,"PSC 4833, Box 5364
APO AE 68051",alexandra.williams@yapi.com,+1-992-670-5575x73832,33527.93,Auto Loan,6.61,2 years,Defaulted,702,35264,Employed,6/10/2019, 
551,2847,Brandon Edwards,Female,41,Not Married,"30202 Powers Rest Apt. 833
Jacobburgh, NY 57978",brandon.edwards@yapi.com,001-832-867-1666x16387,4235.11,Auto Loan,5.22,4 years,Defaulted,483,16600,Unemployed,9/11/2021, 
1194,3555,Margaret Barnes,Male,45,Not Married,"1543 Peterson Summit Apt. 912
Longview, VA 92843",margaret.barnes@yapi.com,001-759-546-0426x821,5263.5,Commercial Loan,6.95,2 years,Paid Off,446,11488,Unemployed,7/15/2020,2/15/2023 0:00
1169,1855,Colleen Hurst,Female,35,Not Married,"18350 Susan Ports
Danielland, RI 93124",colleen.hurst@yapi.com,001-761-304-5095x95439,33664.83,Auto Loan,6.08,2 years,In Arrears,834,33737,Employed,4/23/2020, 
857,2983,Edward Fisher,Female,43,Not Married,"1396 Gonzales Parks Apt. 784
South Paul, NC 72035",edward.fisher@yapi.com,(516)391-9131x1188,4267.94,Personal Loan,5.76,2 years,Paid Off,685,69851,Employed,7/2/2021,12/2/2023 0:00
334,2155,Kristina Short,Male,39,Not Married,"4157 Thomas Key Suite 488
East Christy, PA 03655",kristina.short@yapi.com,(333)429-2853,56307.3,Mortgage,7.63,3 years,Paid Off,784,56656,Self-Employed,12/3/2019,5/3/2023 0:00
43,2384,Ryan Lee,Male,44,Not Married,"53108 Shaun Inlet Apt. 688
Jonathanburgh, MO 81204",ryan.lee@yapi.com,304-531-6314x537,7872.48,Personal Loan,9.44,2 years,Paid Off,366,15763,Unemployed,2/25/2020,1/25/2023 0:00
42,2205,Debra Holland,Female,50,Married,"4475 Mcgee Light
East Mariaport, AR 35232",debra.holland@yapi.com,329-430-3607,4071.98,Auto Loan,2.69,1 years,Paid Off,742,75407,Employed,12/5/2018,6/5/2020 0:00
1445,2915,Alexis Ward,Male,33,Married,"0236 Black Port Apt. 432
Aliciaport, NY 56618",alexis.ward@yapi.com,7066693935,6639.27,Auto Loan,9.85,3 years,In Arrears,752,73826,Employed,1/13/2021, 
27,2127,Calvin Martinez,Male,29,Married,"187 Holly Isle Suite 722
Lake Ryan, PW 58437",calvin.martinez@yapi.com,9573590251,74356.83,Personal Loan,9.11,3 years,Paid Off,619,78953,Employed,9/17/2020,9/17/2023 0:00
970,1895,Daniel Pope,Male,51,Married,"905 Cynthia Island Suite 673
East Donaldfurt, WI 51055",daniel.pope@yapi.com,871.280.4604,32620.81,Auto Loan,6.94,2 years,Paid Off,679,74964,Self-Employed,1/18/2020,9/18/2022 0:00
368,3220,Kurt Myers,Male,28,Married,"79816 Austin Brooks
Abigailton, FL 51047",kurt.myers@yapi.com,757.220.0871x101,5727.56,Auto Loan,2.73,1 years,Defaulted,636,28685,Employed,5/8/2019, 
685,3843,Steven Little,Female,33,Not Married,"7527 Brandon Fall
Justinborough, RI 76982",steven.little@yapi.com,945.899.4901,22440.72,Commercial Loan,6.59,4 years,Paid Off,746,47782,Employed,4/10/2019,12/10/2023 0:00
